v_code	v_name	v_addr	lat0	lng0
thh	the haus	38 main road  hahndorf sa	-35.031370	138.811710
how	the hero of waterloo	81 lower fort st  millers point (the rocks)  nsw	-33.857650	151.205940
thf	the hi-fi brisbane	125 boundary street  west end brisbane  qld	-27.478770	153.012160
hifi	the hi-fi melbourne	125 swanston street  melbourne vic	-37.815010	144.966310
hfi	the hi-fi sydney	entertainment quarter building 220 122 lang road moore park nsw	-33.896099	151.225015
thc	the hills centre	carrington road  castle hill nsw	-33.728860	150.984840
lih	the hilton hotel	level 4 488 george street sydney  nsw	-33.874260	151.206840
hil	the hilton hotel grand ballroom	level 3 hilton hotel 488 george street sydney nsw	-33.874260	151.206840
hub	the hub theatre	7-13 bedford st  newtown nsw	-33.897380	151.178210
ppp	the idolize spiegeltent - prince alfred park parramatta	corner victoria road and church street prince alfred park  parramatta nsw	-33.809180	151.004570
tih	the imperial hotel	35 erskineville road  erskineville nsw	-33.899130	151.182630
iob	the international of brighton	81 bay street  brighton  vic	-37.904035	144.994527
icb	the irish club brisbane	175 elizabeth st  brisbane qld	-27.469776	153.026960
jno	the j theatre	60 noosa drive  noosa junction qld	-26.396350	153.089500
ssj	the juniors	558a anzac parade  kingsford nsw	-33.925270	151.229820
tjk	the juniors kingsford	558a anzac parade  kingsford nsw	-33.925826	151.230659
kdt	the king's drama theatre	the king's school 87-129 pennant hills rd north parramatta nsw	-33.787608	151.027938
lwp	the lady wardle perfoming arts centre	st mary's anglican girls school elliott road karrinyup wa	-31.877000	115.765000
lai	the lair	metro theatre  sydney nsw	-33.875650	151.206670
lak	the lakes golf club	corner king st. & vernon ave  eastlakes nsw	-33.932840	151.213230
tlw	the lightwell at acmi	federation square flinders street  melbourne  vic	-37.818261	144.964886
lof	the loft	3 lime street kings street wharf sydney nsw	-33.873650	151.206890
theloft  	the loft @ rod laver arena	batman ave  melbourne  vic	-37.820870	144.976130
loft	the loft @ rod laver arena	batman ave  melbourne  vic	-37.820870	144.976130
x-loo	the lookout	rendezvous observation city hotel the esplanade scarborough wa	-31.894350	115.760040
bdw	the mandurah performing arts centre	boardwalk theatre ormsby terrace mandurah wa	-32.522791	115.722587
tfx	the matchbox factory theatre	105 victoria road  marrickville nsw	-33.905820	151.165300
tmf	the mean fiddler	lot 3/ windsor rd  rouse hill nsw	-33.652170	150.865360
x-att	the melbourne athenaeum	188 collins street  melbourne vic	-37.814830	144.967260
meh	the melbourne hotel	942 hay st (cnr milligan)  perth wa	-31.950997	115.851514
tnp	the melbourne pavilion	135 – 137 racecourse rd  kensington vic	-37.788780	144.936360
tmh	the mercure hotel	85 - 87 north quay  brisbane qld	-27.469900	153.020860
mtb	the met - brisbane	256 wickham street  fortitude valley qld	-27.456990	153.033970
mtt	the mitre tavern	5 bank place  melbourne  vic	-37.816760	144.960480
msm	the mosman club	719 military road  mosman nsw	-33.828450	151.243940
iaa	the national sports club	mouat street  lyneham act	-35.245300	149.126500
ntt	the national theatre	20 carlisle street  (cnr barkly st) st kilda vic	-37.866752	144.980816
vnepeanhtl	the nepean hotel	973 nepean highway  moorabbin vic	-37.933080	145.034620
tnc	the newcastle club	cnr king and newcomen street  newcastle nsw	-32.928270	151.781730
nbl	the next blue	level 1 crown casino complex southbank vic	-37.821220	144.964670
boxing04	the octagon	randwick racecourse alison road randwick nsw	-33.912580	151.230640
omh	the old mill hahndorf	98 main street  hahndorf sa	-35.020302	138.802140
mgg	the old mount gambier gaol	25 margaret st  mt gambier sa	-37.832480	140.773290
quidam05	the oval at melbourne park	under the grand chapiteau swan street richmond vic	-37.826000	145.000790
ofp	the overflow sydney olympic park	olympic blvd  homebush nsw	-33.847910	151.066720
oxf	the oxford	170 william street  bathurst nsw	-33.421350	149.576160
pcg	the palace	169 dolphin street  coogee nsw	-33.919000	151.257930
tpc	the palace complex	lower esplanade  st kilda vic	-37.866790	144.975140
pac	the palms at crown	theatre: level 3 westend<br /> box office: level 1 westend 8 whiteman street <br />crown entertainment complex southbank vic	-37.823550	144.959950
thp	the passage	231a  victoria street darlinghurst nsw	-33.876360	151.221820
plg	the peninsula lounge	cnr moorooduc and eramosa rds  moorooduc vic	-38.247170	145.104770
nph	the playhouse civic theatre newcastle	375 hunter street  newcastle nsw	-32.926990	151.772100
~tpt~	the ponton theatre	charles sturt university  bathurst nsw	-33.430860	149.565350
poh	the port office hotel	40 edward st  brisbane qld	-27.471370	153.029920
pow	the powerhouse museum	500 harris street ultimo sydney nsw	-33.879230	151.200170
phg	the preston hotel	177 ryrie street   geelong vic	-38.149570	144.360850
tpi	the princess theatre	57 brisbane street  launceston tas	-41.436023	147.141051
tpe	the promethean	116 grote st  adelaide sa	-34.928470	138.594902
tpb	the pub	173 hargreaves st  bendigo vic	-36.757590	144.283860
pul	the pullman ballroom albert park	65 queens road  albert park vic	-37.849742	144.978715
rwh	the railway hotel	44 tydeman road  north fremantle    wa	-32.037090	115.751350
trh	the rainbow hotel	27 st david street  fitzroy vic	-37.800550	144.979290
rrr	the red rattler theatre inc	6 faversham st.  marrickville nsw	-32.019298	115.963590
trr	the red room	level 2 union complex (building 21) university of qld st lucia campus st lucia qld	-27.502040	153.006550
hrc	the regent cinema	     qld	-20.917570	142.702800
rtr	the retreat hotel	peak downs hwy  epsom-nebo qld	-21.569430	148.750270
ret	the retro hotel	81 sussex st  sydney nsw	-33.867810	151.203290
rev	the rev	25 warner street  fortitude valley qld	-27.457150	153.035250
crr	the river room at crown	level 3 crown entertainment complex whiteman st southbank  melbourne vic	-37.823550	144.959950
roh	the roebuck hotel	carnarvon street  broome wa	-17.954870	122.243910
rmt	the rosemount hotel	459 fitzgerald st  north perth wa	-31.930770	115.858800
rxp	the roxy hotel	69 george st  parramatta nsw	-33.814180	151.005430
rac	the royal automobile club of australia	89 macquarie street  sydney nsw	-33.861898	151.213036
sbg	the royal botanic garden sydney	macquarie street  sydney nsw	-33.863230	151.212900
rbs	the royal brisbane showgrounds	600 gregory terrace bowen hills brisbane qld	-27.451035	153.031887
rmh	the royal melbourne hotel	629 bourke st  melbourne vic	-37.816870	144.955210
rpy	the royal perth yacht club	australia ii drive  crawley wa	-31.986002	115.824383
rlm	the rugby league museum	rugby league headquarters driver ave moore park nsw	-33.893253	151.226292
ryb	the rydges backlot	186 exhibition street  melbourne vic	-37.811280	144.970430
alb	the scots school - chapel hall	albury scots college 393 perry st albury  nsw	-36.069637	146.925974
sal	the sebel albert park	65 queens rd  melbourne vic	-37.849780	144.978660
sfc	the shores function complex	cnr hamra & military road  west beach sa	-34.956250	138.507640
x-sfc	the shores function complex	military rd (cnr hamra ave)  west beach sa	-34.953480	138.507880
tsr	the showring	entertainment quarter  moore park nsw	-33.894350	151.227020
srb	the showroom	410 sandy bay road  hobart tas	-42.901750	147.338470
cha	the sleeman centre	chandler arena old cleveland road (cnr tilley road) chandler  qld	-27.510480	153.149460
tsh	the stag hotel	299 rundle street  adelaide sa	-34.922669	138.610592
tsd	the standard	level 3/383 bourke st  darlinghurst nsw	-17.954870	122.243910
str	the star	pirrama road  pyrmont nsw	-33.866210	151.194630
tse	the star event centre	the star 80 pyrmont street pyrmont  nsw	-33.868563	151.195710
x-tsr	the station resort	  jindabyne nsw	-36.414790	148.611020
tst	the street theatre	15 childers street  city west canberra act	-35.278441	149.123773
tsn	the streets of northbridge	   wa	-31.936890	115.840599
ohs	the studio sydney opera house	bennelong point  sydney nsw	-33.839560	151.075350
stn	the stunt academy / stunt park	prana centre 7027 southport nerang road  nerang qld	-27.986050	153.339920
ttr	the terminal factory theatre	105 victoria road  marrickville nsw	-33.905820	151.165300
thn	the thornbury theatre	859 high street  thornbury  vic	-37.754690	145.001140
tta	the three brothers arms	40 venables st macclesfield  sa	-35.173467	138.836837
tiv	the tivoli	52 costin street  fortitude valley qld	-27.452120	153.031600
tof	the toff in town	2nd floor curtains house 252 swanston street melbourne vic	-37.812060	144.965120
mtl	the transit lounge (at the metro theatre - sydney)	624 george street  sydney nsw	-33.875610	151.206560
trb	the triffid	7-9 stratton st? newstead  qld	-27.452050	153.041950
tec	the troccadero	9 trickett street  surfers paradise qld	-28.003750	153.430450
tux	the tuxedo cat	335 flinders lane  melbourne vic	-37.817580	144.963150
gub	the uni bar	griffith university (take the smith st. exit) parklands drive southport gold coast qld	-27.961350	153.382160
vng	the vanguard	42 king street newtown sydney nsw	-33.892710	151.186340
x-tvn	the vanguard	  newtown nsw	-33.896550	151.179960
vcl	the vasto club	1 vasto place  balcatta  wa	-31.865900	115.824880
tvc	the venue	level 1 38 gartside street  erindale act	-35.405880	149.100600
~tvt~	the venue townsville	719 flinders street   townsville qld	NULL	NULL
tvt	the venue townsville	719 flinders street  townsville qld	-19.266445	146.809355
vgc	the victoria golf club	park road  cheltenham vic	-37.964440	145.047720
vil	the village theatre	masthead way  sanctuary cove qld	-27.853440	153.361570
vob	the villas of byron	19-23 gordon street  byron bay qld	-28.644830	153.606980
~tvr~	the vines resort and country club	verdelho drive  perth  wa	-31.575260	116.040640
twt	the warehouse devonport	18-22 king street  devonport tas	-41.180730	146.361880
whn	the warehouse nightclub	18-22 king street  devonport tas	-41.180730	146.361880
tws	the watershed hotel	198 harbourside  darling harbour nsw	-33.872340	151.198980
wen	the west end at crown	corner of clarendon street and crown riverwalk crown entertainment complex  southbank vic	-37.823557	144.956712
whs	the westin sydney	1 martin place  sydney nsw	-33.867710	151.207770
bww	the whales way restaurant	21 cumming parade  point lookout qld	-27.431050	153.526110
web	the white elephant beach cafe	gnarabup rd  gnarabup  wa	-33.979596	114.992789
twh	the white house hahndorf	90 main street  hahndorf sa	-35.020302	138.802140
wck	the wick	25 leslie street brunswick melbourne victoria	-37.767420	144.958610
twc	the wine chapel at howard park wines	543 miamup road   cowaramup  wa	-33.827189	115.062097
bwr	the workshops rail museum	north street  north ipswich qld	-27.599710	152.760380
xst	the x studio	82-94 darlinghurst road  potts point nsw	-33.875222	151.222519
tzb	the zoo	711 ann street  fortitude valley qld	-27.457820	153.036070
roy	theatre royal	mlc centre 108 king street sydney nsw	-33.868620	151.206570
x-roy	theatre royal	mlc centre 108 king street sydney nsw	-33.867707	151.209297
trt	theatre royal	29 campbell street  hobart tas	-42.879345	147.331038
mmt	theatrette at melbourne museum	11 nicholson st  carlton vic	-37.803657	144.972326
x-tbt	thebarton theatre	112 henley beach rd  torrensville sa	-34.923920	138.563630
fus	therapy nightclub (formally fusion)	level 3 crown entertainment complex 8 whiteman street southbank vic	-37.823550	144.959950
thb	thompsons beach	thompsons beach (turn left at murray bridge) cobram vic	-35.922200	145.645130
tho	thoroughbred park canberra racing club	randwick road lyneham canberra act	-35.244190	149.126260
gep	ticketek	717 bourke st  docklands vic	-37.817361	144.953045
tkp	ticketek @ park	corner park and castlereagh streets  sydney nsw	-33.873230	151.209180
ttc	ticketek corporate hospitality	   qld	-27.465632	153.010325
gif	ticketek gift vouchers	                                   national                national	-22.431550	118.694450
tmj	tiger moth joy rides	   qld	-20.917570	142.702800
chatil	tilleys devine café gallery	corner of wattle and brigalow streets  lyneham act	-35.249790	149.127080
tdg	tilleys devine café gallery	u8/ 54 brigalow street  lyneham act	-35.251380	149.124670
x-tio	tio stadium	abala road  marrara  nt	-12.400540	130.883290
tio	tio stadium	abala road  marrara  nt	-12.400540	130.883290
tmo	tom flood sports centre	corner barnard & waters streets  bendigo vic	-36.752650	144.280960
tmt	tom mann theatre	136-140 chalmers street  surry hills nsw	-33.887180	151.206880
xsally04	tomaree education centre	salamander way  salamander bay nsw	-32.740480	152.098270
tsc	tomaree sports complex	nelson bay road  nelson bay nsw	-32.741680	152.116030
tom	tomba's niteclub	12 russell st  toowoomba qld	-27.559310	151.954590
tbg	tondoon botanic gardens gladstone	glenlyon rd  gladstone qld	-23.894097	151.260796
tis	tony ireland stadium	sporting drive  townsville qld	-19.317604	146.731792
tqp	toowoomba - queens park	cnr lindsay & campbell sts  toowoomba qld	-27.559280	151.961630
cbp	toowoomba showgrounds	glenvale rd  toowoomba qld	-27.562840	151.905580
tsg	toowoomba sports ground	47 arthur street (corner arthur & mary street) toowoomba qld	-27.559284	151.967193
tms	top marque sports & prestige hire	398 st pauls terrace  fortitude valley qld	-27.454860	153.032510
mic	top secret	   tst	NULL	NULL
tqh	torquay hotel	36 bell st  torquay vic	-38.337410	144.319580
ari	tour gold coast	16 barnett place  molendinar qld - gold coast	-27.965650	153.359260
tow	towac park	  orange nsw	-33.265210	149.081220
thw	town hall & community centre	crown st (cnr kembla st)  wollongong nsw	-34.425550	150.897430
thd	town hall daylesford	76 vincent st  daylesford vic	-37.342930	144.141900
