sub,state,postcode
surrey hills north,VIC,3127
surry hills,NSW,2010
surveyors bay,TAS,7116
susan river,QLD,4655
sussex inlet,NSW,2540
sutherland,VIC,3477
sutherland,NSW,2232
sutherland,NSW,1499
sutherlands,SA,5374
sutherlands creek,VIC,3331
sutton,VIC,3530
sutton,NSW,2620
sutton forest,NSW,2577
sutton grange,VIC,3448
suttontown,SA,5291
suttor,QLD,4743
svensson heights,QLD,4670
swan bay,NSW,2324
swan bay,NSW,2471
swan bay,VIC,3225
swan bay,TAS,7252
swan creek,NSW,2462
swan creek,QLD,4370
swan hill,VIC,3585
swan hill west,VIC,3585
swan island,VIC,3225
swan marsh,VIC,3249
swan point,TAS,7275
swan reach,VIC,3903
swan reach,SA,5354
swan vale,NSW,2370
swan view,WA,6056
swanbank,QLD,4306
swanbourne,WA,6010
swanbrook,NSW,2360
swanfels,QLD,4371
swanhaven,NSW,2540
swanpool,VIC,3673
swanport,SA,5253
swans crossing,NSW,2439
swans lagoon,QLD,4807
swansea,NSW,2281
swansea,TAS,7190
swansea heads,NSW,2281
swanston,TAS,7120
swanwater,VIC,3477
swanwater west,VIC,3480
swede flat,SA,5270
sweetmans creek,NSW,2325
swifts creek,VIC,3896
sydenham,NSW,2044
sydenham,VIC,3037
sydney,NSW,2001
sydney,NSW,2000
sydney,NSW,2006
sydney markets,NSW,2129
sydney olympic park,NSW,2127
sydney south,NSW,1235
sylvania,NSW,2224
sylvania southgate,NSW,2224
sylvania waters,NSW,2224
sylvaterre,VIC,3575
symonston,ACT,2609
syndal,VIC,3149
taabinga,QLD,4610
tabberabbera,VIC,3875
tabbil creek,NSW,2420
tabbimoble,NSW,2472
tabbita,NSW,2652
tabilk,VIC,3607
table cape,TAS,7325
table top,NSW,2640
tablelands,QLD,4680
tablelands,QLD,4605
tabooba,QLD,4285
tabor,VIC,3289
tabragalba,QLD,4285
tabulam,NSW,2469
tacoma,NSW,2259
tacoma south,NSW,2259
taggerty,VIC,3714
tahara,VIC,3301
tahara bridge,VIC,3315
tahara west,VIC,3310
tahlee,NSW,2324
tahmoor,NSW,2573
taigum,QLD,4018
tailem bend,SA,5260
tailem bend,SA,5259
takalarup,WA,6324
takilberan,QLD,4671
takone,TAS,7325
takura,QLD,4655
talandji,WA,6710
talarm,NSW,2447
talawa,TAS,7263
talawanta,NSW,2839
talbingo,NSW,2720
talbot,VIC,3371
talbot,WA,6302
talbot west,WA,6302
taldra,SA,5311
talegalla weir,QLD,4650
talgai,QLD,4362
talgarno,VIC,3691
talgomine,WA,6490
talia,SA,5670
talisker,WA,6701
tallai,QLD,4213
tallandoon,VIC,3701
tallangatta,VIC,3700
tallangatta east,VIC,3700
tallangatta south,VIC,3701
tallangatta valley,VIC,3701
tallarook,VIC,3659
tallawang,NSW,2852
tallebudgera,QLD,4228
tallebudgera valley,QLD,4228
tallegalla,QLD,4340
tallimba,NSW,2669
tallong,NSW,2579
tallowal,NSW,2540
tallowwood ridge,NSW,2453
tallwood,NSW,2798
tallwoods village,NSW,2430
tallygaroopna,VIC,3634
talmalmo,NSW,2640
talofa,NSW,2481
taloumbi,NSW,2463
talwood,QLD,4496
tamala,WA,6532
tamala park,WA,6030
tamarama,NSW,2026
tamaree,QLD,4570
tamban,NSW,2441
tambar springs,NSW,2381
tambaroora,NSW,2850
tambellup,WA,6320
tambo,QLD,4478
tambo crossing,VIC,3893
tambo upper,VIC,3885
tamboon,VIC,3890
tamborine,QLD,4270
tamborine mountain,QLD,4272
tamboritha,VIC,3858
taminda,NSW,2340
taminick,VIC,3675
tamleugh,VIC,3669
tamleugh north,VIC,3669
tammin,WA,6409
tampu,WA,6472
tamrookum,QLD,4285
tamrookum creek,QLD,4285
tamworth,NSW,2340
tanah merah,QLD,4128
tanami,WA,6770
tanawha,QLD,4556
tanbar,QLD,4481
tanby,QLD,4703
tandarook,VIC,3260
tandarra,VIC,3571
tandegin,WA,6415
tandora,QLD,4650
tandur,QLD,4570
tangalooma,QLD,4025
tangambalanga,VIC,3691
tanglewood,NSW,2488
tangorin,QLD,4821
tanilba bay,NSW,2319
tanja,NSW,2550
tanjil,VIC,3825
tanjil bren,VIC,3833
tanjil south,VIC,3825
tannabar,NSW,2357
tannas mount,NSW,2795
tannum sands,QLD,4680
tannymorel,QLD,4372
tansey,QLD,4601
tantangara,NSW,2629
tantanoola,SA,5280
tantaraboo,VIC,3764
tantawangalo,NSW,2550
tantonan,NSW,2731
tanunda,SA,5352
tanwood,VIC,3478
tanybryn,VIC,3249
taperoo,SA,5017
tapitallee,NSW,2540
taplan,SA,5311
tapping,WA,6065
tara,NSW,2665
tara,QLD,4421
taradale,NSW,2653
taradale,VIC,3447
tarago,NSW,2580
taragoola,QLD,4680
taralga,NSW,2580
tarampa,QLD,4311
tarana,NSW,2787
taranganba,QLD,4703
taranna,TAS,7180
taratap,SA,5275
tarawera,QLD,4494
tarban,NSW,2372
tarbuck bay,NSW,2428
tarcombe,VIC,3666
tarcoola,SA,5701
tarcoola beach,WA,6530
tarcowie,SA,5431
tarcutta,NSW,2652
tardun,WA,6628
taree,NSW,2430
taree south,NSW,2430
taren point,NSW,2229
targa,TAS,7259
tarilta,VIC,3451
tarin rock,WA,6353
taringa,QLD,4068
tarlee,SA,5411
tarleton,TAS,7310
tarlo,NSW,2580
tarnagulla,VIC,3551
tarneit,VIC,3029
tarnma,SA,5413
tarnook,VIC,3670
tarome,QLD,4309
taromeo,QLD,4306
tarong,QLD,4615
taroom,QLD,4420
taroomball,QLD,4703
taroon,VIC,3265
taroona,TAS,7053
tarpeena,SA,5277
tarra valley,VIC,3971
tarraganda,NSW,2550
tarragindi,QLD,4121
tarraleah,TAS,7140
tarramba,QLD,4702
tarranyurk,VIC,3414
tarraville,VIC,3971
tarrawanna,NSW,2518
tarrawarra,VIC,3775
tarrawingee,VIC,3678
tarrayoukyan,VIC,3315
tarrengower,VIC,3463
tarrenlea,VIC,3315
tarriaro,NSW,2390
tarrington,VIC,3301
tarro,NSW,2322
tarrone,VIC,3283
tarwin,VIC,3956
tarwin lower,VIC,3956
tarzali,QLD,4885
tascott,NSW,2250
tatachilla,SA,5171
tatham,NSW,2471
tathra,NSW,2550
tatong,VIC,3673
tatton,NSW,2650
tatura,VIC,3616
tatura east,VIC,3616
tatyoon,VIC,3378
taunton,SA,5235
taunton,QLD,4674
tawonga,VIC,3697
tawonga south,VIC,3698
tayene,TAS,7259
taylor bay,VIC,3713
taylors arm,NSW,2447
taylors beach,NSW,2316
taylors beach,QLD,4850
taylors flat,NSW,2586
taylors hill,VIC,3037
taylors lakes,VIC,3038
taylorville,SA,5330
te kowai,QLD,4740
tea gardens,NSW,2324
tea tree,TAS,7017
tea tree gully,SA,5091
teal flat,SA,5238
teal point,VIC,3579
tecoma,VIC,3160
teddington,QLD,4650
teddywaddy,VIC,3527
teddywaddy west,VIC,3527
teebar,QLD,4620
teelah,QLD,4306
teelba,QLD,4423
teesdale,WA,6213
teesdale,VIC,3328
telangatuk east,VIC,3401
telarah,NSW,2320
telegraph point,NSW,2441
telegraph station,NT,0872
telfer,WA,6762
telford,VIC,3730
telina,QLD,4680
telita,TAS,7264
tellebang,QLD,4630
telopea,NSW,2117
telopea downs,VIC,3420
telowie,SA,5540
temagog,NSW,2440
temma,TAS,7330
temora,NSW,2666
tempe,NSW,2044
templers,SA,5371
templestowe,VIC,3106
templestowe lower,VIC,3107
templin,QLD,4310
tempy,VIC,3489
ten mile hollow,NSW,2250
tenambit,NSW,2323
tenandra,NSW,2824
tenby point,VIC,3984
teneriffe,QLD,4005
tenindewa,WA,6632
tennant creek,NT,0860
tennant creek,NT,0861
tennant creek,NT,0862
tennyson,NSW,2754
tennyson,VIC,3572
tennyson,QLD,4105
tennyson,SA,5022
tennyson point,NSW,2111
tenterden,NSW,2365
tenterden,WA,6322
tenterfield,NSW,2372
tepko,SA,5254
teralba,NSW,2284
terang,VIC,3264
terania creek,NSW,2480
terara,NSW,2540
teridgerie,NSW,2829
teringie,SA,5072
terip terip,VIC,3719
termeil,NSW,2539
terowie,SA,5421
terrabella,NSW,2818
terrace creek,NSW,2474
terragon,NSW,2484
terramungamine,NSW,2830
terranora,NSW,2486
terrappee,VIC,3525
terreel,NSW,2422
terrey hills,NSW,2084
terrica,QLD,4387
terrick terrick,VIC,3575
terrick terrick east,VIC,3573
terrigal,NSW,2260
terry hie hie,NSW,2400
tesbury,VIC,3260
tetoora road,VIC,3821
teven,NSW,2478
teviotville,QLD,4309
tewantin,QLD,4565
tewinga,NSW,2449
tewkesbury,TAS,7321
texas,QLD,4385
texas,NSW,4385
tha,QLD,4066
thabeban,QLD,4670
thagoona,QLD,4306
thalgarrah,NSW,2350
thalia,VIC,3527
thallon,QLD,4497
thalloo,VIC,3825
thane,QLD,4370
thanes creek,QLD,4370
thangool,QLD,4716
tharbogang,NSW,2680
thargomindah,QLD,4492
tharwa,ACT,2620
the angle,NSW,2620
the basin,NSW,2365
the basin,VIC,3154
the bight,NSW,2429
the bluff,QLD,4340
the bluff,QLD,4355
the branch,NSW,2425
the brothers,NSW,2630
the caves,QLD,4702
the channon,NSW,2480
the common,QLD,4701
the cove,VIC,3268
the dawn,QLD,4570
the devils wilderness,NSW,2758
the dimonds,QLD,4650
the entrance,NSW,2261
the entrance north,NSW,2261
the falls,QLD,4373
the freshwater,NSW,2466
the gap,NSW,2650
the gap,QLD,4061
the gap,NSW,2472
the gap,NT,0870
the gap,QLD,4825
the gap,SA,5271
the gardens,NT,0820
the gardens,TAS,7216
the gemfields,QLD,4702
the glen,NSW,2476
the glen,QLD,4370
the gulf,NSW,2365
the gums,QLD,4406
the gurdies,VIC,3984
the hatch,NSW,2444
the head,QLD,4373
the heart,VIC,3851
the hermitage,QLD,4370
the hill,NSW,2300
the honeysuckles,VIC,3851
the junction,NSW,2291
the keppels,QLD,4700
the lagoon,NSW,2795
the lakes,WA,6556
the leap,QLD,4740
the limits,QLD,4625
the marra,NSW,2831
the meadows,NSW,2787
the mine,QLD,4714
the monument,QLD,4825
the narrows,QLD,4695
the narrows,NT,0820
the oaks,NSW,2570
the palms,QLD,4570
the patch,VIC,3792
the percy group,QLD,4707
the pilliga,NSW,2388
the pines,QLD,4357
the pines,SA,5577
the pinnacles,NSW,2460
the plains,WA,6237
the pocket,NSW,2483
the ponds,NSW,2769
the range,QLD,4700
the range,SA,5172
the ridgeway,NSW,2620
the risk,NSW,2474
the rock,NSW,2655
the rocks,NSW,2000
the rocks,NSW,2795
the sandon,NSW,2463
the sisters,VIC,3265
the slopes,NSW,2754
the spectacles,WA,6167
the summit,QLD,4377
the vines,WA,6069
the whiteman,NSW,2460
thebarton,SA,5031
theebine,QLD,4570
theodore,QLD,4719
theodore,ACT,2905
theresa creek,QLD,4721
theresa creek,NSW,2469
theresa park,NSW,2570
thevenard,SA,5690
thevenard island,WA,6711
thinoomba,QLD,4650
thirldene,NSW,2347
thirlmere,NSW,2572
thirlstane,TAS,7307
thirroul,NSW,2515
thologolong,VIC,3691
thomas plain,SA,5554
thomastown,VIC,3074
thompson beach,SA,5501
thompson point,QLD,4702
thomson,VIC,3825
thomson,VIC,3219
thomson brook,WA,6239
thoona,VIC,3726
thoopara,QLD,4800
thora,NSW,2454
thornborough,QLD,4871
thornbury,VIC,3071
thorndale,QLD,4380
thorneside,QLD,4158
thorngate,SA,5082
thornlands,QLD,4164
thornlea,SA,5280
thornleigh,NSW,2120
thornlie,WA,6988
thornlie,WA,6108
thornton,QLD,4341
thornton,NSW,2322
thornton,VIC,3712
thornton beach,QLD,4873
thornville,QLD,4352
thorpdale,VIC,3835
thorpdale south,VIC,3824
thowgla valley,VIC,3707
thredbo,NSW,2625
three bridges,VIC,3797
three moon,QLD,4630
three springs,WA,6519
thrington,SA,5552
throsby,ACT,2914
throssell,WA,6401
thrumster,NSW,2444
thuddungra,NSW,2594
thule,NSW,2732
thulimbah,QLD,4376
thumb creek,NSW,2447
thurgoona,NSW,2640
thuringowa central,QLD,4817
thursday island,QLD,4875
thyra,NSW,2731
ti tree,NT,0872
tianjara,NSW,2622
tiaro,QLD,4650
tiatukia,SA,5607
tibbuc,NSW,2422
tiberias,TAS,7120
tibooburra,NSW,2880
tibradden,WA,6532
tichborne,NSW,2870
tichular,NSW,2850
tickera,SA,5555
tidal river,VIC,3960
tiddy widdy beach,SA,5571
tieri,QLD,4709
tighes hill,NSW,2297
tilba tilba,NSW,2546
tilbuster,NSW,2350
tilley swamp,SA,5275
tilligerry creek,NSW,2319
tilpa,NSW,2840
timbarra,NSW,2372
timbarra,VIC,3885
timbillica,NSW,2551
timboon,VIC,3268
timboon west,VIC,3268
timbumburi,NSW,2340
timmering,VIC,3561
timor,VIC,3465
timor,NSW,2338
timor west,VIC,3465
tin can bay,QLD,4580
tinamba,VIC,3859
tinamba west,VIC,3859
tinana,QLD,4650
tinana south,QLD,4650
tinaroo,QLD,4872
tinbeerwah,QLD,4563
tincurrin,WA,6361
tindal,NT,0853
tindarey,NSW,2835
tinderbox,TAS,7054
tinderry,NSW,2620
tingalpa,QLD,4173
tingalpa dc,QLD,4173
tingha,NSW,2369
tingira heights,NSW,2290
tingledale,WA,6333
tingoora,QLD,4608
tingun,QLD,4455
tinnanbar,QLD,4650
tinonee,NSW,2430
tinpot,NSW,2546
tintaldra,VIC,3708
tintenbar,NSW,2478
tintinara,SA,5266
tintinhull,NSW,2352
tiona,NSW,2428
tipperary,NSW,2429
tipton,QLD,4405
tiri,NSW,2424
tirrannaville,NSW,2580
tirroan,QLD,4671
titaatee creek,NSW,2422
tittybong,VIC,3542
tivoli,QLD,4305
tiwi,NT,0810
tocal,QLD,4730
tocal,NSW,2421
tocumwal,NSW,2714
tods corner,TAS,7030
togari,TAS,7330
toiberry,TAS,7301
toko,QLD,4829
tol tol,VIC,3549
tolderol,SA,5256
tolga,QLD,4882
toll,QLD,4820
tolland,NSW,2650
tolmans hill,TAS,7007
tolmie,VIC,3723
tolwong,NSW,2622
tom groggin,VIC,3707
tom price,WA,6751
tomago,NSW,2322
tomahawk,TAS,7262
tomakin,NSW,2537
tomalla,NSW,2337
tombong,NSW,2633
tomboye,NSW,2622
tomerong,NSW,2540
tomewin,NSW,2484
tomingley,NSW,2869
tomki,NSW,2470
toms creek,NSW,2446
tonderburine,NSW,2817
tonebridge,WA,6244
tongala,VIC,3621
tonganah,TAS,7260
tongarra,NSW,2527
tonghi creek,VIC,3890
tongio,VIC,3896
tonimbuk,VIC,3815
tonsley,SA,5042
tooan,VIC,3409
toobanna,QLD,4850
toobeah,QLD,4498
tooborac,VIC,3522
toodyay,WA,6566
toogong,NSW,2864
toogoolawah,QLD,4313
toogoom,QLD,4655
toolakea,QLD,4818
toolamba,VIC,3614
toolamba west,VIC,3614
toolangi,VIC,3777
toolara forest,QLD,4570
toolburra,QLD,4370
toolern vale,VIC,3337
tooleybuc,NSW,2736
toolibin,WA,6312
tooligie,SA,5607
toolijooa,NSW,2534
toolleen,VIC,3551
toolome,VIC,3860
toolondo,VIC,3401
toolong,VIC,3285
toolonga,WA,6532
toolooa,QLD,4680
tooloom,NSW,2475
tooloon,NSW,2829
tooma,NSW,2642
toombon,VIC,3825
toombul,QLD,4012
toompup,WA,6336
tooms lake,TAS,7209
toomulla,QLD,4816
toondahra,QLD,4625
toongabbie,NSW,2146
toongabbie,VIC,3856
toongabbie east,NSW,2146
toongi,NSW,2830
toonpan,QLD,4816
toonumbar,NSW,2474
tooperang,SA,5255
toora,SA,5253
toora,VIC,3962
toora north,VIC,3962
tooradin,VIC,3980
toorak,VIC,3142
toorak gardens,SA,5065
tooranie,NSW,2734
tooraweenah,NSW,2817
toorbul,QLD,4510
toorloo arm,VIC,3909
toormina,NSW,2452
toorongo,VIC,3833
toorooka,NSW,2440
tootenilla,SA,5607
tootgarook,VIC,3941
toothdale,NSW,2550
tootool,NSW,2655
toowong,QLD,4066
toowong dc,QLD,4066
toowoomba,QLD,4350
toowoomba city,QLD,4350
toowoomba dc,QLD,4350
toowoomba east,QLD,4350
toowoomba mc,QLD,4352
toowoomba south,QLD,4350
toowoomba west,QLD,4350
toowoon bay,NSW,2261
top camp,QLD,4350
topaz,QLD,4885
topi topi,NSW,2423
torbanlea,QLD,4662
torbay,WA,6330
torndirrup,WA,6330
toronto,NSW,2283
torquay,VIC,3228
torquay,QLD,4655
torrens,ACT,2607
torrens creek,QLD,4816
torrens park,SA,5062
torrens vale,SA,5203
torrensville,SA,5031
torrensville plaza,SA,5031
torrington,NSW,2371
torrington,QLD,4350
torrita,VIC,3490
torrumbarry,VIC,3562
torryburn,NSW,2358
torryburn,NSW,2421
torwood,VIC,3821
tostaree,VIC,3888
tothill belt,SA,5413
tothill creek,SA,5413
totnes valley,NSW,2850
totness,SA,5250
tottenham,NSW,2873
tottenham,VIC,3012
tottington,VIC,3477
touga,NSW,2622
toukley,NSW,2263
tourello,VIC,3363
towallum,NSW,2460
towamba,NSW,2550
towan,VIC,3596
towaninny,VIC,3527
towaninny south,VIC,3527
towen mountain,QLD,4560
tower hill,VIC,3283
towers hill,QLD,4820
towitta,SA,5353
town common,QLD,4810
townsend,NSW,2463
townsendale,WA,6311
townson,QLD,4341
townsville,QLD,4810
townsville city,QLD,4810
townsville dc,QLD,4810
townsville mc,QLD,4810
townsville milpo,QLD,4813
townview,QLD,4825
towong,VIC,3707
towong upper,VIC,3707
towradgi,NSW,2518
towrang,NSW,2580
trafalgar,WA,6431
trafalgar,VIC,3824
trafalgar east,VIC,3824
trafalgar south,VIC,3824
tragowel,VIC,3579
tralee,NSW,2620
trangie,NSW,2823
tranmere,TAS,7018
tranmere,SA,5073
tranmere north,SA,5073
traralgon,VIC,3844
traralgon east,VIC,3844
traralgon south,VIC,3844
travancore,VIC,3032
travellers rest,TAS,7250
traveston,QLD,4570
trawalla,VIC,3373
trawool,VIC,3660
trayning,WA,6488
traynors lagoon,VIC,3477
trebonne,QLD,4850
treeby,WA,6164
treeton,WA,6284
tregeagle,NSW,2480
tregear,NSW,2770
tregony,QLD,4370
tremont,VIC,3785
trenah,TAS,7263
trenayr,NSW,2460
trent,WA,6333
trentham,VIC,3458
trentham cliffs,NSW,2738
trentham east,VIC,3458
tresco,VIC,3583
tresco west,VIC,3584
trevallyn,TAS,7250
trewilga,NSW,2869
triabunna,TAS,7190
trial harbour,TAS,7469
triamble,NSW,2850
triangle flat,NSW,2795
trida,VIC,3953
trigg,WA,6029
trigwell,WA,6244
trinity beach,QLD,4879
trinity gardens,SA,5068
trinity park,QLD,4879
trott park,SA,5158
trotter creek,QLD,4714
trowutta,TAS,7330
truganina,VIC,3029
trunding,QLD,4874
trundle,NSW,2875
trungley hall,NSW,2666
trunkey creek,NSW,2795
truro,SA,5356
trustums hill,NSW,2472
tuan,QLD,4650
tuan forest,QLD,4650
tuart hill,WA,6060
tuart hill,WA,6939
tubbamurra,NSW,2365
tubbul,NSW,2594
tubbut,VIC,3888
tucabia,NSW,2462
tuchekoi,QLD,4570
tucki tucki,NSW,2480
tuckombil,NSW,2477
tuckurimba,NSW,2480
tuen,QLD,4490
tuena,NSW,2583
tuerong,VIC,3915
tuggerah,NSW,2259
tuggeranong dc,ACT,2901
tuggerawong,NSW,2259
tugrabakh,NSW,2422
tugrah,TAS,7310
tugun,QLD,4224
tulendeena,TAS,7260
tulka,SA,5607
tulkara,VIC,3384
tullah,TAS,7321
tullakool,NSW,2732
tullamarine,VIC,3043
tullamore,NSW,2874
tullarwalla,NSW,2540
tullera,NSW,2480
tullibigeal,NSW,2669
tullimbar,NSW,2527
tulloona,NSW,2400
tully,QLD,4854
tully heads,QLD,4854
tullymorgan,NSW,2463
tumbarumba,NSW,2653
tumbi umbi,NSW,2261
tumblong,NSW,2729
tumbulgum,NSW,2490
tumby bay,SA,5605
tummaville,QLD,4352
tumorrama,NSW,2720
tumoulin,QLD,4888
tumut,NSW,2720
tumut plains,NSW,2720
tunbridge,TAS,7120
tuncester,NSW,2480
tuncurry,NSW,2428
tungamah,VIC,3728
tungamull,QLD,4702
tungkillo,SA,5236
tunglebung,NSW,2469
tunkalilla,SA,5203
tunnack,TAS,7120
tunnel,TAS,7254
tuntable creek,NSW,2480
tuppal,NSW,2714
tura beach,NSW,2548
turallin,QLD,4357
turill,NSW,2850
turkey beach,QLD,4678
turkey hill,WA,6426
turlinjah,NSW,2537
turner,ACT,2612
turners beach,TAS,7315
turners flat,NSW,2440
turners marsh,TAS,7267
turoar,VIC,3546
turondale,NSW,2795
tuross,NSW,2630
tuross head,NSW,2537
turramurra,NSW,2074
turrawan,NSW,2390
turrawulla,QLD,4742
turrella,NSW,2205
turriff,VIC,3488
turriff east,VIC,3488
turtons creek,VIC,3960
turvey park,NSW,2650
tusmore,SA,5065
tutunup,WA,6280
tutye,VIC,3490
tweed heads,NSW,2485
tweed heads south,NSW,2486
tweed heads west,NSW,2485
twelve mile,NSW,2850
twelve mile creek,NSW,2324
twelve mile peg,NSW,2540
twenty forests,NSW,2795
twin rivers,NSW,2410
twin waters,QLD,4564
two mile,QLD,4570
two mile flat,NSW,2852
two rocks,WA,6037
two wells,SA,5501
tyaak,VIC,3658
tyabb,VIC,3913
tyagarah,NSW,2481
tyalgum,NSW,2484
tyalgum creek,NSW,2484
tyenna,TAS,7140
tyenna,VIC,3533
tyers,VIC,3844
tygalgah,NSW,2484
tylden,VIC,3444
tylden south,VIC,3444
tyndale,NSW,2460
tynong,VIC,3813
tynong north,VIC,3813
tyntynder,VIC,3586
tyntynder south,VIC,3586
tyrendarra,VIC,3285
tyrendarra east,VIC,3285
tyringa,SA,5671
tyringham,NSW,2453
tyrrell,VIC,3533
tyrrell downs,VIC,3533
uarbry,NSW,2329
ubobo,QLD,4680
ucarty,WA,6462
ucarty west,WA,6460
ucolta,SA,5422
uduc,WA,6220
uki,NSW,2484
ulamambri,NSW,2357
ulan,NSW,2850
ularring,WA,6436
uley,SA,5607
uleybury,SA,5114
ulladulla,NSW,2539
ullamalla,NSW,2850
ullina,VIC,3370
ullswater,VIC,3318
ulmarra,NSW,2462
ulogie,QLD,4702
ulong,NSW,2450
ulooloo,SA,5419
ultima,VIC,3544
ultima east,VIC,3544
ultimo,NSW,2007
ulupna,VIC,3641
ulverstone,TAS,7315
ulyerra,SA,5633
umagico,QLD,4876
umbakumba,NT,0822
umbiram,QLD,4352
umina beach,NSW,2257
umuwa,SA,0872
unanderra,NSW,2526
undalya,SA,5451
undera,VIC,3629
underbank,NSW,2420
underbool,VIC,3509
undercliffe,NSW,4380
underdale,SA,5032
underwood,TAS,7268
underwood,QLD,4119
undoolya,NT,0874
undullah,QLD,4285
ungarie,NSW,2669
ungarra,SA,5607
charles darwin university,NT,0815
charles darwin university,NT,0909
charles sturt university,NSW,2678
australian national university,ACT,0200
university of canberra,ACT,2617
university of melbourne,VIC,3010
university of new england,NSW,2351
university of queensland,QLD,4072
university of wollongong,NSW,2522
unley,SA,5061
unley bc,SA,5061
unley park,SA,5061
unsw sydney,NSW,2052
unsw sydney,NSW,1466
unumgar,NSW,2474
upotipotpon,VIC,3669
upper allyn,NSW,2311
upper barron,QLD,4883
upper bingara,NSW,2404
upper blessington,TAS,7212
upper brookfield,QLD,4069
upper burnie,TAS,7320
upper burringbar,NSW,2483
upper bylong,NSW,2849
upper caboolture,QLD,4510
upper capel,WA,6239
upper castra,TAS,7315
upper colo,NSW,2756
upper coomera,QLD,4209
upper coopers creek,NSW,2482
upper copmanhurst,NSW,2460
upper corindi,NSW,2456
upper crystal creek,NSW,2484
upper daradgee,QLD,4860
upper dartbrook,NSW,2336
upper dawson,QLD,4454
upper duck creek,NSW,2469
upper duroby,NSW,2486
upper eden creek,NSW,2474
upper esk,TAS,7214
upper ferntree gully,VIC,3156
upper fine flower,NSW,2460
upper flagstone,QLD,4344
upper freestone,QLD,4370
upper glastonbury,QLD,4570
upper growee,NSW,2849
upper gundowring,VIC,3691
upper haughton,QLD,4809
upper hermitage,SA,5131
upper horseshoe creek,NSW,2474
upper horton,NSW,2347
upper kandanga,QLD,4570
upper kangaroo river,NSW,2577
upper kangaroo valley,NSW,2577
upper karuah river,NSW,2415
upper kedron,QLD,4055
upper lansdowne,NSW,2430
upper lockyer,QLD,4352
upper lurg,VIC,3673
upper macdonald,NSW,2775
upper main arm,NSW,2482
upper mangrove,NSW,2250
upper manilla,NSW,2346
upper mongogarie,NSW,2470
upper mount gravatt,QLD,4122
upper murray,WA,6390
upper myall,NSW,2423
upper natone,TAS,7321
upper nile,NSW,2849
upper orara,NSW,2450
upper pappinbarra,NSW,2446
upper pilton,QLD,4361
upper pinelands,QLD,4355
upper plenty,VIC,3756
upper rollands plains,NSW,2441
upper rouchel,NSW,2336
upper ryans creek,VIC,3673
upper scamander,TAS,7215
upper stone,QLD,4850
upper stowport,TAS,7321
upper sturt,SA,5156
upper swan,WA,6069
upper taylors arm,NSW,2447
upper tenthill,QLD,4343
upper tooloom,NSW,2475
upper turon,NSW,2795
upper warrego,QLD,4477
upper warren,WA,6258
upper wheatvale,QLD,4370
upper wilsons creek,NSW,2482
upper woodstock,TAS,7150
upper yarraman,QLD,4614
upsalls creek,NSW,2439
upton hill,VIC,3664
upwey,VIC,3158
uraidla,SA,5142
uralba,NSW,2477
uralla,NSW,2358
urana,NSW,2645
urangan,QLD,4655
urangeline,NSW,2656
urangeline east,NSW,2656
urania,SA,5573
uranquinty,NSW,2652
urawilkie,NSW,2829
urbenville,NSW,2475
uriarra,NSW,2611
uriarra village,ACT,2611
urila,NSW,2620
urliup,NSW,2484
urraween,QLD,4655
urrbrae,SA,5064
urunga,NSW,2455
useless loop,WA,6537
usher,WA,6230
utakarra,WA,6530
utchee creek,QLD,4871
utungun,NSW,2447
uworra,SA,5690
uxbridge,TAS,7140
v gate,QLD,4465
vacy,NSW,2421
valdora,QLD,4561
vale of clwydd,NSW,2790
vale park,SA,5081
vale view,QLD,4352
valencia creek,VIC,3860
valentine,WA,6532
valentine,NSW,2280
valentine plains,QLD,4715
valery,NSW,2454
valkyrie,QLD,4742
valla,NSW,2448
valla beach,NSW,2448
valley,SA,5454
valley heights,NSW,2777
valley view,SA,5093
vancouver peninsula,WA,6330
varley,WA,6355
varroville,NSW,2566
varsity lakes,QLD,4227
vasa views,QLD,4860
vasey,VIC,3407
